Date,Cases,Distinct activities,Number of distinct activities,Number of simple cycles in period,Average number of simple cycles per trace,Median number of simple cycles per trace,Number of activity repetitions in period,Average number of activity repetitions per trace,Median number of activity repetitions per trace,Number of participants in period,Average number of participants per trace,Median number of participants per trace,Handover of work in period,Average handover of work per trace,Median handover of work per trace,Average handover of work from participant,Median handover of work from participant,Simple Variant Entropy,Simple Normalized Variant Entropy,Simple Sequence Entropy,Simple Normalized Sequence Entropy,Simple Sequence Entropy (linear forgetting),Simple Normalized Sequence Entropy (linear forgetting),"Simple Sequence Entropy (exponential forgetting, k1)","Simple Normalized Sequence Entropy (exponential forgetting, k1)",Enriched Variant Entropy,Enriched Normalized Variant Entropy,Enriched Sequence Entropy,Enriched Normalized Sequence Entropy,Enriched Sequence Entropy (linear forgetting),Enriched Normalized Sequence Entropy (linear forgetting),"Enriched Sequence Entropy (exponential forgetting, k1)","Enriched Normalized Sequence Entropy (exponential forgetting, k1)",Median throughput time,Average throughput time,PM4Py median throughput time,Median cycle time,Average cycle time,Ratio to shortest,Ratio to median,Magnitude,Support,Variety,Level of detail,Time granularity,Structure,Affinity,Minimum trace length,Average trace length,Maximum trace length,Distinct traces,Deviation from random,Lempel-Ziv,Pentland task complexity,File
2013-04-01,10043,"['BILLED', 'CHANGE DIAGN', 'CHANGE END', 'CODE ERROR', 'CODE NOK', 'CODE OK', 'DELETE', 'FIN', 'JOIN-PAT', 'MANUAL', 'NEW', 'REJECT', 'RELEASE', 'REOPEN', 'SET STATUS', 'STORNO']",16,1588,0.1581200836403465,0.0,4468,0.4448869859603704,0.0,,,,,,,,,6548.521480403971,0.6690299659833557,114129.0184114904,0.181399883692778,21200.152630286688,0.0336961210648243,51488.09837627122,0.0818366370535399,522302.0197405731,0.8306351877835905,522618.641648725,0.8306648224112974,92493.5740379838,0.1470118976431185,231731.41339414252,0.3683204501601879,14377510.0,17532820.107836302,14377510.0,0.0,0.0,,1.625664575795689,57415,10043,16,5.272030269839689,973664.4230647708,0.61328125,0.5233642523290276,1,5.71691725580006,217,0.0311659862590859,0.6273219611739274,8344,3581,Hospital_Billing_metrics.csv
2013-05-01,11992,"['BILLED', 'CHANGE DIAGN', 'CHANGE END', 'CODE ERROR', 'CODE NOK', 'CODE OK', 'DELETE', 'FIN', 'JOIN-PAT', 'MANUAL', 'NEW', 'REJECT', 'RELEASE', 'REOPEN', 'SET STATUS', 'STORNO', 'ZDBC_BEHAN']",17,1464,0.1220813875917278,0.0,4762,0.3970980653769179,0.0,,,,,,,,,7594.67357683635,0.6809606333870665,135256.9148567965,0.1766492594713537,27564.2391915346,0.0359996562558826,62123.58660919903,0.0811351166913599,639128.9191750126,0.8350509289196191,639396.6643917701,0.8350696701373442,123878.51541550671,0.1617887561292423,288368.3648668581,0.3766170340542553,14450315.0,17913833.049199466,14450741.0,0.0,0.0,,1.633896634715544,68744,11992,17,5.335390260173449,999755.636933798,0.6228373702422145,0.5411026268420307,1,5.732488325550367,217,0.0288525683789192,0.6231356847531656,9954,3704,Hospital_Billing_metrics.csv
2013-06-01,14111,"['BILLED', 'CHANGE DIAGN', 'CHANGE END', 'CODE ERROR', 'CODE NOK', 'CODE OK', 'DELETE', 'EMPTY', 'FIN', 'JOIN-PAT', 'MANUAL', 'NEW', 'REJECT', 'RELEASE', 'REOPEN', 'SET STATUS', 'STORNO']",17,1619,0.1147331868754872,0.0,5344,0.3787116433987669,0.0,,,,,,,,,8733.4989766055,0.686985886991539,158761.3330639241,0.1742735855748708,35129.575610373024,0.0385620162239264,74199.67006866598,0.0814495715158315,763019.6939085582,0.8380479604817309,763475.3452638469,0.838072995164194,159967.0135896075,0.1755970707347241,349899.37611876364,0.3840873447571444,14264334.0,17910107.912692226,14264334.0,0.0,0.0,,1.6128677692533702,80635,14111,17,5.3356246899581885,1005423.147428318,0.6228373702422145,0.5452820841637465,1,5.714336333356956,217,0.027071079299837,0.6216153393200204,11607,4075,Hospital_Billing_metrics.csv
2013-07-01,15635,"['BILLED', 'CHANGE DIAGN', 'CHANGE END', 'CODE ERROR', 'CODE NOK', 'CODE OK', 'DELETE', 'EMPTY', 'FIN', 'JOIN-PAT', 'MANUAL', 'NEW', 'REJECT', 'RELEASE', 'REOPEN', 'SET STATUS', 'STORNO']",17,1673,0.1070035177486408,0.0,5633,0.3602814198912696,0.0,,,,,,,,,9159.059904147069,0.6888207047156019,185037.6810387609,0.182350288031264,44872.20099076493,0.0442205000048002,88231.12849277834,0.0869497045340259,851833.525030066,0.8400982344154133,852511.1754303807,0.8401297374508125,189993.35996194853,0.1872339931985614,395828.1085777893,0.3900793027929836,14047331.0,17919400.914806522,14047331.0,0.0,0.0,,1.5883312472866742,89037,15635,17,5.334441957147425,1036694.0824022348,0.615916955017301,0.5486476991009392,1,5.694723377038695,217,0.0255196674128557,0.6202791655498985,12815,4184,Hospital_Billing_metrics.csv
2013-08-01,15375,"['BILLED', 'CHANGE DIAGN', 'CHANGE END', 'CODE ERROR', 'CODE NOK', 'CODE OK', 'DELETE', 'EMPTY', 'FIN', 'JOIN-PAT', 'MANUAL', 'NEW', 'REJECT', 'RELEASE', 'REOPEN', 'SET STATUS', 'STORNO']",17,1615,0.105040650406504,0.0,5400,0.3512195121951219,0.0,,,,,,,,,9586.2264734089,0.6921825744731619,183588.13250927645,0.1851271578385872,50056.85125321621,0.050476479477172,90160.14538383872,0.0909159608363057,832990.215862676,0.8403717127943697,833403.8710850646,0.8403903230393095,212053.9586889436,0.2138316139716804,399357.97949312767,0.4027058105184869,14148420.0,18616032.618601628,14148420.0,0.0,0.0,,1.5997613771424426,87176,15375,17,5.318764227642276,1165256.078257362,0.6020761245674741,0.5478768377438468,1,5.669983739837399,217,0.0266016260162601,0.6206062327131038,12631,4346,Hospital_Billing_metrics.csv
2013-09-01,15884,"['BILLED', 'CHANGE DIAGN', 'CHANGE END', 'CODE ERROR', 'CODE NOK', 'CODE OK', 'DELETE', 'EMPTY', 'FIN', 'JOIN-PAT', 'MANUAL', 'NEW', 'REJECT', 'RELEASE', 'REOPEN', 'SET STATUS', 'STORNO']",17,1613,0.1015487282800302,0.0,5098,0.3209519012843113,0.0,,,,,,,,,9483.298409831305,0.691124095316905,184988.3667975645,0.1825559244977397,55463.61949503828,0.0547343192882379,93327.93450697642,0.0921007502273375,852446.1178806174,0.8416798785658881,852915.5711337127,0.8417004447486295,240854.0864021517,0.2376870566154011,420340.5838161125,0.414813456710189,14359764.0,18944300.528015614,14360476.0,0.0,0.0,,1.6236580361680295,88923,15884,17,5.277323092420045,1232952.112302963,0.5986159169550174,0.5428658548417508,1,5.598274993704357,217,0.0255603122639133,0.618918180171443,12692,4289,Hospital_Billing_metrics.csv
2013-10-01,16615,"['BILLED', 'CHANGE DIAGN', 'CHANGE END', 'CODE ERROR', 'CODE NOK', 'CODE OK', 'DELETE', 'EMPTY', 'FIN', 'JOIN-PAT', 'MANUAL', 'NEW', 'REJECT', 'RELEASE', 'REOPEN', 'SET STATUS', 'STORNO']",17,1616,0.0972615106831176,0.0,5277,0.3176045741799578,0.0,,,,,,,,,10335.852545899146,0.6904486137845494,193520.03975649545,0.1825964983451803,63013.68648432208,0.0594567803641226,100187.77182511608,0.0945325162980082,892190.1193444253,0.8424221743382452,892845.812686916,0.8424477339087335,274960.07089454203,0.2594395195105406,451563.32310940337,0.4260741248536393,15254955.0,19259901.35179055,15254955.0,0.0,0.0,,1.7248772526576106,92668,16615,17,5.259765272344267,1300133.9778805298,0.5916955017301038,0.539583383693673,1,5.577369846524225,217,0.0252783629250677,0.618641788174145,13266,4538,Hospital_Billing_metrics.csv
2013-11-01,34,"['Admission IC', 'Admission NC', 'CRP', 'ER Registration', 'ER Sepsis Triage', 'ER Triage', 'IV Antibiotics', 'IV Liquid', 'LacticAcid', 'Leucocytes', 'Release A', 'Release B', 'Return ER']",13,24,0.7058823529411765,0.0,153,4.5,3.0,,,,,,,,,928.2566905954458,0.5691569842872345,1348.6418140111882,0.4629334362543125,60.393214711553824,0.020730514301429,522.0183811981258,0.179187505893212,1625.996013213216,0.5581377604582872,1625.996013213216,0.5581377604582872,66.95954298270105,0.0229844655570963,626.4578141533648,0.2150372808861884,480780.0,4025584.352941176,512479.0,0.0,0.0,3940.8196721311474,1.0413965865117505,473,34,13,9.411764705882351,0.0,0.680473372781065,0.2840788323973221,5,13.911764705882351,36,1.0,0.7908462152721455,162,457,Sepsis_Cases_metrics.csv
2013-11-01,16820,"['BILLED', 'CHANGE DIAGN', 'CHANGE END', 'CODE ERROR', 'CODE NOK', 'CODE OK', 'DELETE', 'EMPTY', 'FIN', 'JOIN-PAT', 'MANUAL', 'NEW', 'REJECT', 'RELEASE', 'REOPEN', 'SET STATUS', 'STORNO']",17,1603,0.0953032104637336,0.0,5319,0.316230677764566,0.0,,,,,,,,,10085.161558966856,0.6866885746290503,167358.6279447943,0.1557034671209249,61985.96439167628,0.0576691485054589,90658.3800490407,0.084344764716035,905331.4587898416,0.8427315231959274,905834.3663549912,0.84275040498828,303520.87619052886,0.2823831274598851,470918.9325124003,0.4381232770936226,16597440.5,19837182.76843044,16597781.0,0.0,0.0,,1.8766720433320292,93876,16820,17,5.264982164090369,1356578.3513513512,0.5951557093425606,0.5471868650489975,1,5.581212841854935,217,0.0243162901307966,0.6172503746929816,13458,4421,Hospital_Billing_metrics.csv
2013-12-01,57,"['Admission IC', 'Admission NC', 'CRP', 'ER Registration', 'ER Sepsis Triage', 'ER Triage', 'IV Antibiotics', 'IV Liquid', 'LacticAcid', 'Leucocytes', 'Release A', 'Release B', 'Release C', 'Release D', 'Return ER']",15,59,1.0350877192982455,0.0,351,6.157894736842105,4.0,,,,,,,,,2050.85471330309,0.5681560553607923,2975.395459197564,0.4810967076892942,267.523709046191,0.0432563595044477,1205.6943243952237,0.194950747858789,3545.788307646574,0.5733244889175226,3545.788307646574,0.5733244889175226,299.6329943250781,0.0484481639707,1427.6293412501427,0.2308357948698726,1471144.0,6668922.210526316,1471144.0,0.0,0.0,12058.55737704918,3.18658084751288,908,57,15,9.771929824561404,0.3157894736842105,0.7066666666666667,0.2751464771901497,3,15.929824561403509,52,1.0,0.7822363880165357,276,830,Sepsis_Cases_metrics.csv
2013-12-01,16005,"['BILLED', 'CHANGE DIAGN', 'CHANGE END', 'CODE ERROR', 'CODE NOK', 'CODE OK', 'DELETE', 'EMPTY', 'FIN', 'JOIN-PAT', 'MANUAL', 'NEW', 'REJECT', 'RELEASE', 'REOPEN', 'SET STATUS', 'STORNO']",17,1532,0.0957200874726647,0.0,5201,0.3249609497032177,0.0,,,,,,,,,9634.166597243686,0.6842703588556495,161423.38777852373,0.1594314680920228,65296.30525683507,0.0644905670197259,90483.52825115036,0.0893669866910462,852185.0185562924,0.8420919431000353,852633.7404529832,0.8421124773550153,315570.0513795175,0.3116760047579995,459195.0199744845,0.4535286812064908,21372265.0,21100514.359512653,21372265.0,0.0,0.0,,2.4165612901690245,88856,16005,17,5.22680412371134,1516958.936615623,0.5916955017301038,0.5417161127424488,1,5.551765073414558,217,0.0250546704154951,0.6177635955577248,12580,4304,Hospital_Billing_metrics.csv
2014-01-01,80,"['Admission IC', 'Admission NC', 'CRP', 'ER Registration', 'ER Sepsis Triage', 'ER Triage', 'IV Antibiotics', 'IV Liquid', 'LacticAcid', 'Leucocytes', 'Release A', 'Release B', 'Release C', 'Release D', 'Release E', 'Return ER']",16,72,0.9,0.0,448,5.6,4.0,,,,,,,,,3157.716498102674,0.6061375989458165,4520.582406826253,0.5137101556442586,543.4517502898342,0.0617567954971837,1886.400516855345,0.214366870440819,5287.665902956956,0.6008800259676935,5287.665902956956,0.6008800259676935,611.229186140445,0.0694588909323669,2196.0381402779126,0.2495534852189354,1326981.5,6340996.8625,1540350.0,0.0,0.0,10876.897540983606,2.874316744590545,1236,80,16,9.85,0.3,0.69140625,0.2649356938934238,3,15.45,52,0.9875,0.7917362840463134,366,1191,Sepsis_Cases_metrics.csv
2014-01-01,15925,"['BILLED', 'CHANGE DIAGN', 'CHANGE END', 'CODE ERROR', 'CODE NOK', 'CODE OK', 'DELETE', 'EMPTY', 'FIN', 'JOIN-PAT', 'MANUAL', 'NEW', 'REJECT', 'RELEASE', 'REOPEN', 'SET STATUS', 'STORNO']",17,1493,0.0937519623233908,0.0,5278,0.3314285714285714,0.0,,,,,,,,,9638.248863185208,0.6845603033518914,161412.34307391662,0.1593152403986905,70082.0427463429,0.069171522295863,93172.41911124458,0.0919619036967821,852708.7418778038,0.8419597942930449,853054.3209534279,0.8419712620961173,341127.7246651087,0.3366957224379841,473329.61393587553,0.4671800173142955,25510640.0,22305643.628131863,25510640.0,0.0,0.0,,2.8844872132849524,88910,15925,17,5.251616954474097,1565244.8135822336,0.6020761245674741,0.5478885858712288,1,5.583045525902668,217,0.02574568288854,0.6180280586367435,12291,4300,Hospital_Billing_metrics.csv
2014-02-01,106,"['Admission IC', 'Admission NC', 'CRP', 'ER Registration', 'ER Sepsis Triage', 'ER Triage', 'IV Antibiotics', 'IV Liquid', 'LacticAcid', 'Leucocytes', 'Release A', 'Release B', 'Release C', 'Release D', 'Release E', 'Return ER']",16,89,0.839622641509434,0.0,498,4.69811320754717,4.0,,,,,,,,,3742.942299217208,0.6322887724531701,5592.534865132306,0.513701905757966,973.686541518518,0.0894379103664492,2461.6524585371167,0.2261149174318796,6780.686377291191,0.6228394812660965,6780.686377291191,0.6228394812660965,1143.4044235763931,0.1050273347610835,2968.758341376844,0.2726950934554547,1061379.0,6799703.150943397,1062913.0,0.0,0.0,8699.827868852459,2.299006754846822,1490,106,16,9.358490566037736,2.207547169811321,0.67578125,0.2538529484689243,3,14.056603773584904,34,0.9339622641509436,0.7966585972392369,421,1366,Sepsis_Cases_metrics.csv
2014-02-01,16590,"['BILLED', 'CHANGE DIAGN', 'CHANGE END', 'CODE ERROR', 'CODE NOK', 'CODE OK', 'DELETE', 'EMPTY', 'FIN', 'JOIN-PAT', 'MANUAL', 'NEW', 'REJECT', 'RELEASE', 'REOPEN', 'SET STATUS', 'STORNO']",17,1555,0.0937311633514165,0.0,5705,0.3438818565400844,0.0,,,,,,,,,10365.9630282064,0.691666446796106,171490.7331326703,0.1627251503282129,78477.35231767308,0.0744660584276238,101407.18607004076,0.0962238559260365,886968.9060018094,0.8422284374787387,887623.8521779723,0.8422538182796496,371928.52219602297,0.3529177558467617,502219.7927709884,0.4765493142608416,25800080.0,22493164.503737196,25800749.0,0.0,0.0,,2.917214184423787,92189,16590,17,5.213019891500904,1503257.700175593,0.5916955017301038,0.5346192211787542,1,5.556901748040988,217,0.0265822784810126,0.6193040156842806,12584,4583,Hospital_Billing_metrics.csv
2014-03-01,137,"['Admission IC', 'Admission NC', 'CRP', 'ER Registration', 'ER Sepsis Triage', 'ER Triage', 'IV Antibiotics', 'IV Liquid', 'LacticAcid', 'Leucocytes', 'Release A', 'Release B', 'Release C', 'Release D', 'Release E', 'Return ER']",16,171,1.2481751824817515,0.0,867,6.328467153284672,4.0,,,,,,,,,5922.813835315349,0.6320911174453839,8996.34654870255,0.5259273604877064,2005.168107150266,0.1172223373364557,4156.360685658017,0.242981280546407,10664.487944834767,0.6234470810363353,10664.487944834767,0.6234470810363353,2310.731806813728,0.1350856231886486,4899.070927673904,0.2864001990013586,1731177.0,6820569.591240876,1731177.0,0.0,0.0,14189.975409836066,3.749826986246625,2220,137,16,9.875912408759124,0.0,0.64453125,0.2713901824301959,5,16.204379562043794,61,0.9708029197080292,0.7877994155158071,594,2120,Sepsis_Cases_metrics.csv
