Date,Cases,Distinct activities,Number of distinct activities,Number of simple cycles in period,Average number of simple cycles per trace,Median number of simple cycles per trace,Number of activity repetitions in period,Average number of activity repetitions per trace,Median number of activity repetitions per trace,Number of participants in period,Average number of participants per trace,Median number of participants per trace,Handover of work in period,Average handover of work per trace,Median handover of work per trace,Average handover of work from participant,Median handover of work from participant,Simple Variant Entropy,Simple Normalized Variant Entropy,Simple Sequence Entropy,Simple Normalized Sequence Entropy,Simple Sequence Entropy (linear forgetting),Simple Normalized Sequence Entropy (linear forgetting),"Simple Sequence Entropy (exponential forgetting, k1)","Simple Normalized Sequence Entropy (exponential forgetting, k1)",Enriched Variant Entropy,Enriched Normalized Variant Entropy,Enriched Sequence Entropy,Enriched Normalized Sequence Entropy,Enriched Sequence Entropy (linear forgetting),Enriched Normalized Sequence Entropy (linear forgetting),"Enriched Sequence Entropy (exponential forgetting, k1)","Enriched Normalized Sequence Entropy (exponential forgetting, k1)",Median throughput time,Average throughput time,PM4Py median throughput time,Median cycle time,Average cycle time,Ratio to shortest,Ratio to median,Magnitude,Support,Variety,Level of detail,Time granularity,Structure,Affinity,Minimum trace length,Average trace length,Maximum trace length,Distinct traces,Deviation from random,Lempel-Ziv,Pentland task complexity
2015-03-01,10,"['abort payment', 'begin editing', 'begin payment', 'calculate', 'check', 'decide', 'finish editing', 'finish payment', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'revoke decision', 'save']",15,54,5.4,5.0,345,34.5,32.0,29,10.4,10.5,174,17.4,17.0,6.0,3.0,843.0450798784262,0.38168446260681477,1025.718428273426,0.3538255633111162,530.5201899067073,0.18300500397329578,638.8258711964747,0.2203654701946659,1077.6113434428396,0.3717262263347693,1077.6113434428396,0.3717262263347693,542.9595440755108,0.18729600760029713,662.4418834187413,0.2285119055100293,59591217.894,63155853.8591,62561875.0,0.0,0.0,6.065082996700432,2.5869756546441582,471,10,15,12.6,0.0,0.768888888888889,0.5745108847759691,40,47.1,71,1.0,0.797549116967203,148,471
2015-04-01,6041,"['abort external', 'abort payment', 'approve', 'begin admissibility check', 'begin editing', 'begin editing from refused', 'begin payment', 'begin preparations', 'calculate', 'cancel offline', 'change department', 'check', 'check admissibility', 'decide', 'discard', 'finish editing', 'finish payment', 'finish preparations', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'performed offline', 'plan', 'prepare external', 'prepare offline', 'refuse', 'remove document', 'revoke approval', 'revoke decision', 'revoke withdrawal', 'save', 'take original document', 'withdraw']",35,49532,8.19930475086906,6.0,269324,44.58268498592948,37.0,143,10.430392319152459,10.0,116895,19.350273133587155,18.0,817.4475524475524,175.0,1569306.516038773,0.6774936253144309,2467055.417721046,0.5469350137738207,1095284.4527508316,0.2428196030573575,1428061.2814125807,0.3165947189547751,3051663.592830667,0.6765399987324612,3051663.592830667,0.6765399987324612,1278975.3733531171,0.28354304829011345,1721944.7029364926,0.38174734262285553,26840126.0,39938160.74340606,26840126.0,0.0,0.0,2.7317379571174634,1.1651843171436977,353101,6041,35,13.868068200629034,0.0,0.7208163265306122,0.5712841272672041,25,58.450753186558515,411,0.81145505710975,0.8012551446530949,30816,291738
2015-05-01,14732,"['abort external', 'abort payment', 'approve', 'begin admissibility check', 'begin editing', 'begin editing from refused', 'begin payment', 'begin preparations', 'calculate', 'cancel offline', 'change department', 'check', 'check admissibility', 'create', 'decide', 'discard', 'finish editing', 'finish payment', 'finish preparations', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'performed offline', 'plan', 'prepare external', 'prepare offline', 'refuse', 'remove document', 'revoke approval', 'revoke decision', 'revoke withdrawal', 'save', 'take original document', 'withdraw']",36,131058,8.896144447461309,6.0,689565,46.80729025251154,38.0,151,10.693049144718978,10.0,294553,19.994094488188978,18.0,1950.682119205298,457.0,4540001.25795359,0.6957457741142384,6961332.393781408,0.5663115998254583,3103859.803222761,0.25250220954356706,4038458.6599357408,0.3285327944662142,8542297.57657711,0.6949247547923402,8542297.57657711,0.6949247547923402,3603257.1924758772,0.2931287043664876,4834673.04529233,0.3933056593244028,26726164.118,39339172.45404799,26726171.02399993,0.0,0.0,2.7201391293502635,1.160237000664685,896823,14732,36,14.068558240564757,0.0,0.6697530864197531,0.5510108792539582,25,60.8758484930763,680,0.8118381754004887,0.8049792744643782,76998,748127
2015-06-01,14752,"['abort external', 'abort payment', 'approve', 'begin admissibility check', 'begin editing', 'begin editing from refused', 'begin payment', 'begin preparations', 'calculate', 'cancel offline', 'change department', 'check', 'check admissibility', 'create', 'decide', 'discard', 'finish editing', 'finish payment', 'finish preparations', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'performed offline', 'plan', 'prepare external', 'prepare offline', 'refuse', 'remove document', 'revoke approval', 'revoke decision', 'revoke withdrawal', 'save', 'take original document', 'withdraw']",36,131235,8.896081887201735,6.0,690408,46.80097613882863,38.0,151,10.692922993492408,10.0,294941,19.993289045553144,18.0,1953.2516556291391,457.0,4547345.753204545,0.6958069744341359,6971502.695667622,0.566377971936733,3108151.2104569967,0.25251204164997504,4044191.77117099,0.328557734748132,8554260.984037716,0.6949642278081096,8554260.984037716,0.6949642278081096,3608109.2905278453,0.29312957502909576,4841307.497651905,0.3933169134032155,26726086.571,39324931.25753945,26726089.058000088,0.0,0.0,2.720131236761258,1.1602336341921042,897946,14752,36,14.06846529284165,0.0,0.6689814814814814,0.5509070576540791,25,60.86944143167028,680,0.8119577006507592,0.8050023635144472,77092,749167
2015-07-01,14752,"['abort external', 'abort payment', 'approve', 'begin admissibility check', 'begin editing', 'begin editing from refused', 'begin payment', 'begin preparations', 'calculate', 'cancel offline', 'change department', 'check', 'check admissibility', 'create', 'decide', 'discard', 'finish editing', 'finish payment', 'finish preparations', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'performed offline', 'plan', 'prepare external', 'prepare offline', 'refuse', 'remove document', 'revoke approval', 'revoke decision', 'revoke withdrawal', 'save', 'take original document', 'withdraw']",36,131235,8.896081887201735,6.0,690408,46.80097613882863,38.0,151,10.692922993492408,10.0,294941,19.993289045553144,18.0,1953.2516556291391,457.0,4547345.753204545,0.6958069744341359,6971502.695667622,0.566377971936733,3108151.2104569967,0.25251204164997504,4044191.77117099,0.328557734748132,8554260.984037716,0.6949642278081096,8554260.984037716,0.6949642278081096,3608109.2905278453,0.29312957502909576,4841307.497651905,0.3933169134032155,26726086.571,39324931.25753945,26726089.058000088,0.0,0.0,2.720131236761258,1.1602336341921042,897946,14752,36,14.06846529284165,0.0,0.6689814814814814,0.5509070576540791,25,60.86944143167028,680,0.8119577006507592,0.8050023635144472,77092,749167
2015-08-01,14752,"['abort external', 'abort payment', 'approve', 'begin admissibility check', 'begin editing', 'begin editing from refused', 'begin payment', 'begin preparations', 'calculate', 'cancel offline', 'change department', 'check', 'check admissibility', 'create', 'decide', 'discard', 'finish editing', 'finish payment', 'finish preparations', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'performed offline', 'plan', 'prepare external', 'prepare offline', 'refuse', 'remove document', 'revoke approval', 'revoke decision', 'revoke withdrawal', 'save', 'take original document', 'withdraw']",36,131235,8.896081887201735,6.0,690408,46.80097613882863,38.0,151,10.692922993492408,10.0,294941,19.993289045553144,18.0,1953.2516556291391,457.0,4547345.753204545,0.6958069744341359,6971502.695667622,0.566377971936733,3108151.2104569967,0.25251204164997504,4044191.77117099,0.328557734748132,8554260.984037716,0.6949642278081096,8554260.984037716,0.6949642278081096,3608109.2905278453,0.29312957502909576,4841307.497651905,0.3933169134032155,26726086.571,39324931.25753945,26726089.058000088,0.0,0.0,2.720131236761258,1.1602336341921042,897946,14752,36,14.06846529284165,0.0,0.6689814814814814,0.5509070576540791,25,60.86944143167028,680,0.8119577006507592,0.8050023635144472,77092,749167
2015-09-01,14752,"['abort external', 'abort payment', 'approve', 'begin admissibility check', 'begin editing', 'begin editing from refused', 'begin payment', 'begin preparations', 'calculate', 'cancel offline', 'change department', 'check', 'check admissibility', 'create', 'decide', 'discard', 'finish editing', 'finish payment', 'finish preparations', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'performed offline', 'plan', 'prepare external', 'prepare offline', 'refuse', 'remove document', 'revoke approval', 'revoke decision', 'revoke withdrawal', 'save', 'take original document', 'withdraw']",36,131235,8.896081887201735,6.0,690408,46.80097613882863,38.0,151,10.692922993492408,10.0,294941,19.993289045553144,18.0,1953.2516556291391,457.0,4547345.753204545,0.6958069744341359,6971502.695667622,0.566377971936733,3108151.2104569967,0.25251204164997504,4044191.77117099,0.328557734748132,8554260.984037716,0.6949642278081096,8554260.984037716,0.6949642278081096,3608109.2905278453,0.29312957502909576,4841307.497651905,0.3933169134032155,26726086.571,39324931.25753945,26726089.058000088,0.0,0.0,2.720131236761258,1.1602336341921042,897946,14752,36,14.06846529284165,0.0,0.6689814814814814,0.5509070576540791,25,60.86944143167028,680,0.8119577006507592,0.8050023635144472,77092,749167
2015-10-01,14752,"['abort external', 'abort payment', 'approve', 'begin admissibility check', 'begin editing', 'begin editing from refused', 'begin payment', 'begin preparations', 'calculate', 'cancel offline', 'change department', 'check', 'check admissibility', 'create', 'decide', 'discard', 'finish editing', 'finish payment', 'finish preparations', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'performed offline', 'plan', 'prepare external', 'prepare offline', 'refuse', 'remove document', 'revoke approval', 'revoke decision', 'revoke withdrawal', 'save', 'take original document', 'withdraw']",36,131235,8.896081887201735,6.0,690408,46.80097613882863,38.0,151,10.692922993492408,10.0,294941,19.993289045553144,18.0,1953.2516556291391,457.0,4547345.753204545,0.6958069744341359,6971502.695667622,0.566377971936733,3108151.2104569967,0.25251204164997504,4044191.77117099,0.328557734748132,8554260.984037716,0.6949642278081096,8554260.984037716,0.6949642278081096,3608109.2905278453,0.29312957502909576,4841307.497651905,0.3933169134032155,26726086.571,39324931.25753945,26726089.058000088,0.0,0.0,2.720131236761258,1.1602336341921042,897946,14752,36,14.06846529284165,0.0,0.6689814814814814,0.5509070576540791,25,60.86944143167028,680,0.8119577006507592,0.8050023635144472,77092,749167
2015-11-01,14752,"['abort external', 'abort payment', 'approve', 'begin admissibility check', 'begin editing', 'begin editing from refused', 'begin payment', 'begin preparations', 'calculate', 'cancel offline', 'change department', 'check', 'check admissibility', 'create', 'decide', 'discard', 'finish editing', 'finish payment', 'finish preparations', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'performed offline', 'plan', 'prepare external', 'prepare offline', 'refuse', 'remove document', 'revoke approval', 'revoke decision', 'revoke withdrawal', 'save', 'take original document', 'withdraw']",36,131235,8.896081887201735,6.0,690408,46.80097613882863,38.0,151,10.692922993492408,10.0,294941,19.993289045553144,18.0,1953.2516556291391,457.0,4547345.753204545,0.6958069744341359,6971502.695667622,0.566377971936733,3108151.2104569967,0.25251204164997504,4044191.77117099,0.328557734748132,8554260.984037716,0.6949642278081096,8554260.984037716,0.6949642278081096,3608109.2905278453,0.29312957502909576,4841307.497651905,0.3933169134032155,26726086.571,39324931.25753945,26726089.058000088,0.0,0.0,2.720131236761258,1.1602336341921042,897946,14752,36,14.06846529284165,0.0,0.6689814814814814,0.5509070576540791,25,60.86944143167028,680,0.8119577006507592,0.8050023635144472,77092,749167
2015-12-01,14752,"['abort external', 'abort payment', 'approve', 'begin admissibility check', 'begin editing', 'begin editing from refused', 'begin payment', 'begin preparations', 'calculate', 'cancel offline', 'change department', 'check', 'check admissibility', 'create', 'decide', 'discard', 'finish editing', 'finish payment', 'finish preparations', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'performed offline', 'plan', 'prepare external', 'prepare offline', 'refuse', 'remove document', 'revoke approval', 'revoke decision', 'revoke withdrawal', 'save', 'take original document', 'withdraw']",36,131235,8.896081887201735,6.0,690408,46.80097613882863,38.0,151,10.692922993492408,10.0,294941,19.993289045553144,18.0,1953.2516556291391,457.0,4547345.753204545,0.6958069744341359,6971502.695667622,0.566377971936733,3108151.2104569967,0.25251204164997504,4044191.77117099,0.328557734748132,8554260.984037716,0.6949642278081096,8554260.984037716,0.6949642278081096,3608109.2905278453,0.29312957502909576,4841307.497651905,0.3933169134032155,26726086.571,39324931.25753945,26726089.058000088,0.0,0.0,2.720131236761258,1.1602336341921042,897946,14752,36,14.06846529284165,0.0,0.6689814814814814,0.5509070576540791,25,60.86944143167028,680,0.8119577006507592,0.8050023635144472,77092,749167
2016-01-01,14750,"['abort external', 'abort payment', 'approve', 'begin admissibility check', 'begin editing', 'begin editing from refused', 'begin payment', 'begin preparations', 'calculate', 'cancel offline', 'change department', 'check', 'check admissibility', 'create', 'decide', 'discard', 'finish editing', 'finish payment', 'finish preparations', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'performed offline', 'plan', 'prepare external', 'prepare offline', 'refuse', 'remove document', 'revoke approval', 'revoke decision', 'revoke withdrawal', 'save', 'take original document', 'withdraw']",36,131211,8.895661016949152,6.0,690364,46.80433898305085,38.0,151,10.693288135593221,10.0,294913,19.994101694915255,18.5,1953.0662251655629,457.0,4546831.07882506,0.6957988710465932,6970896.384862277,0.5663740567321318,3107904.922760217,0.2525122483335038,4043856.2167141833,0.32855677718513565,8553511.439421317,0.6949589702365745,8553511.439421317,0.6949589702365745,3607823.389591601,0.2931298152090431,4840902.619477397,0.3933155082885062,26726090.791,39327750.0812461,26726092.52399993,0.0,0.0,2.7201316662649866,1.1602338173908648,897879,14750,36,14.068813559322034,0.0,0.6697530864197531,0.551003148600066,25,60.87315254237288,680,0.8119322033898305,0.804997196151459,77086,749100
2016-02-01,14756,"['abort external', 'abort payment', 'approve', 'begin admissibility check', 'begin editing', 'begin editing from refused', 'begin payment', 'begin preparations', 'calculate', 'cancel offline', 'change department', 'check', 'check admissibility', 'create', 'decide', 'discard', 'finish editing', 'finish payment', 'finish preparations', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'performed offline', 'plan', 'prepare external', 'prepare offline', 'refuse', 'remove document', 'restart editing', 'revoke approval', 'revoke decision', 'revoke withdrawal', 'save', 'take original document', 'withdraw']",37,131256,8.89509352127948,6.0,690556,46.79831932773109,38.0,151,10.693548387096774,10.0,295013,19.99274871238818,18.0,1953.728476821192,457.0,4549425.389943555,0.6958200297424949,6973962.5300749885,0.5664302645537961,3109860.7706935205,0.2525851338421891,4046010.386185795,0.32861988052723073,8556598.326855848,0.6949730849657163,8556598.326855848,0.6949730849657163,3609782.9907728443,0.2931891769747248,4843065.502042355,0.3933572716720227,26726142.230499998,39326389.72455083,26726146.357000113,0.0,0.0,2.7201369016813417,1.1602360504839093,898164,14756,37,14.069395500135538,0.0,0.6844411979547115,0.5508382213104507,25,60.86771482786663,680,0.8120086744375169,0.8049056298891217,77143,749385
2016-03-01,7169,"['abort external', 'abort payment', 'approve', 'begin admissibility check', 'begin editing', 'begin editing from refused', 'begin payment', 'begin preparations', 'calculate', 'cancel offline', 'change department', 'check', 'check admissibility', 'create', 'decide', 'discard', 'finish editing', 'finish payment', 'finish pre-check', 'finish preparations', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'performed offline', 'plan', 'prepare external', 'prepare offline', 'refuse', 'remove document', 'restart editing', 'revoke approval', 'revoke decision', 'revoke withdrawal', 'save', 'take original document', 'withdraw']",38,77396,10.795926907518483,8.0,402698,56.17213000418469,47.0,151,11.760915050913656,11.0,163305,22.779327660761613,21.0,1081.4900662251655,301.0,2927209.423956238,0.675361783533513,3944934.7787528234,0.5909612449882679,1883836.2909341361,0.2822034589368992,2371179.434857008,0.3552086991300482,4471884.3885122575,0.6698996343139254,4471884.3885122575,0.6698996343139254,2038960.7667233516,0.30544149922955244,2629446.6641996074,0.39389778575677953,55253473.76,54271521.15527996,55253473.75999999,0.0,0.0,5.623595490303799,2.398665382303452,508087,7169,38,14.700655600502163,0.0,0.7029085872576177,0.5344760602611542,29,70.87278560468684,680,0.9550843911284698,0.8114958415258524,49648,483877
2016-04-01,12814,"['abort external', 'abort payment', 'approve', 'begin admissibility check', 'begin editing', 'begin editing from refused', 'begin payment', 'begin preparations', 'calculate', 'calculate protocol', 'cancel offline', 'change department', 'check', 'check admissibility', 'clear', 'create', 'decide', 'discard', 'finish editing', 'finish payment', 'finish pre-check', 'finish preparations', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'performed offline', 'plan', 'prepare external', 'prepare offline', 'refuse', 'remove document', 'restart editing', 'revoke approval', 'revoke decision', 'revoke withdrawal', 'save', 'take original document', 'withdraw']",40,118975,9.284766661464024,6.0,604534,47.17761823006087,38.0,158,11.254565319182145,11.0,255060,19.904791634150147,18.0,1614.3037974683543,424.0,4117665.145504703,0.6873169270240054,6300330.204378551,0.5842729348255864,3445918.170619501,0.3195636827602219,4060653.8143240064,0.37657234532833816,7435869.2081244355,0.6895792735102543,7435869.2081244355,0.6895792735102543,3984735.109326788,0.3695318818703982,4740133.776998306,0.43958519371380655,39947156.0,41757714.37393858,39947686.0,0.0,0.0,4.0657470208631885,1.7341870781714204,793783,12814,40,14.768924613703762,0.0,0.693125,0.45998871508622685,29,61.94654284376463,680,0.7867956922116435,0.8083472065561079,74488,664794
2016-05-01,21224,"['abort external', 'abort payment', 'approve', 'begin admissibility check', 'begin editing', 'begin editing from refused', 'begin payment', 'begin preparations', 'calculate', 'calculate protocol', 'cancel offline', 'change department', 'check', 'check admissibility', 'clear', 'create', 'decide', 'discard', 'finish editing', 'finish payment', 'finish pre-check', 'finish preparations', 'initialize', 'insert document', 'mail income', 'mail valid', 'performed', 'performed offline', 'plan', 'prepare external', 'prepare offline', 'refuse', 'remove document', 'restart editing', 'revoke approval', 'revoke decision', 'revoke withdrawal', 'save', 'take original document', 'withdraw']",40,189806,8.942989068978514,6.0,927978,43.72304937806257,34.0,163,11.149406332453825,11.0,399701,18.83250094232944,17.0,2452.153374233129,595.0,6111619.41649373,0.6975337514486153,10037354.977676045,0.5750461732587607,5969494.495397443,0.34199597139906274,6770512.766683566,0.3878867954894628,12274071.409468526,0.7031890184234392,12274071.409468526,0.7031890184234392,7202328.872114323,0.4126258028805266,8211583.237061346,0.47044659946471384,23290956.454000004,35220227.64359584,23290960.249000072,0.0,0.0,2.3705101012924366,1.011107667358849,1243785,21224,40,14.879711647191858,0.0,0.6699999999999999,0.48436547078688846,24,58.60276102525443,864,0.7096211835657746,0.8039786922645942,112446,964102
